ec2_instance_type,ec2_instance_count,ec2_hours,ec2_pricing_model,codebuild_minutes,pipeline_count,s3_storage_gb,ecr_storage_gb,rds_instance_type,rds_hours,rds_storage_gb,data_transfer_out_gb,cloudwatch_logs_gb,region,environment,monthly_cost_usd
t3.medium,6,720,on_demand,1170,5,133,6,db.m5.large,720,45,134,26,us-east-1,prod,352.52
m5.large,1,360,reserved,861,5,194,59,db.t3.micro,720,20,95,33,us-west-2,dev,74.42
t3.large,1,720,on_demand,2168,5,83,59,db.m5.large,720,150,84,18,us-east-1,dev,233.35
t3.small,4,720,spot,1111,5,29,39,db.m5.large,720,198,199,21,eu-west-1,stage,200.73
t3.medium,6,360,spot,1655,4,73,44,db.m5.large,720,271,188,24,us-west-2,dev,217.46
m5.large,2,720,on_demand,1223,3,172,97,db.t3.medium,720,63,123,11,us-west-2,stage,222.82
c5.xlarge,3,360,reserved,261,5,33,31,db.t3.medium,720,221,85,18,eu-west-1,stage,189.39
c5.xlarge,1,720,reserved,1364,1,95,19,db.t3.micro,720,102,43,45,us-west-2,dev,129.08
t3.micro,1,360,on_demand,1457,2,147,31,db.t3.micro,720,154,180,23,eu-west-1,prod,57.45
t3.medium,3,720,on_demand,294,5,56,17,db.m5.large,720,35,14,39,us-west-2,prod,253.31
t3.small,3,720,on_demand,847,5,191,22,db.t3.medium,720,274,177,1,eu-west-1,prod,120.43
c5.xlarge,6,720,on_demand,1927,1,51,99,db.t3.micro,720,243,46,25,us-east-1,stage,783.99
t3.small,1,360,on_demand,1836,4,81,12,db.t3.medium,720,70,49,47,us-west-2,dev,95.88
t3.large,5,360,on_demand,1803,1,187,55,db.m5.large,720,162,159,44,eu-west-1,prod,343.13
c5.xlarge,3,720,spot,2145,2,139,28,db.m5.large,720,172,163,25,us-west-2,stage,329.01
m5.xlarge,3,720,spot,2255,5,51,99,db.t3.medium,720,284,187,4,us-east-1,prod,255.31
c5.large,5,720,on_demand,1384,5,96,70,db.m5.large,720,165,142,45,eu-west-1,stage,495.65
t3.large,3,720,on_demand,569,2,65,97,db.m5.large,720,135,131,36,us-east-1,stage,361.78
c5.xlarge,2,360,spot,1413,3,172,43,db.t3.micro,720,78,176,46,eu-west-1,stage,115.36
t3.medium,3,360,spot,354,4,30,60,db.t3.medium,720,154,127,43,us-east-1,dev,107.6
m5.large,6,720,on_demand,2097,1,178,35,db.m5.large,720,192,175,18,us-east-1,prod,595.79
c5.large,5,720,spot,1810,2,43,52,db.t3.micro,720,157,19,38,us-east-1,dev,170.59
c5.xlarge,6,360,spot,1037,1,77,78,db.t3.micro,720,151,195,22,us-east-1,dev,202.43
t3.small,1,360,on_demand,1337,2,139,92,db.t3.micro,720,101,35,2,eu-west-1,dev,42.96
m5.large,1,720,spot,957,1,30,34,db.m5.large,720,271,103,13,us-west-2,stage,190.53
t3.large,1,360,reserved,494,1,98,27,db.t3.medium,720,256,58,30,us-east-1,prod,95.35
c5.large,2,720,on_demand,851,1,111,42,db.t3.medium,720,146,125,41,us-east-1,stage,213.4
t3.large,5,360,reserved,1284,4,20,30,db.m5.large,720,274,99,39,eu-west-1,prod,273.87
m5.large,6,720,spot,2282,3,82,89,db.t3.micro,720,128,23,26,us-east-1,prod,215.39
t3.large,2,720,spot,2244,1,124,40,db.t3.micro,720,124,29,50,eu-west-1,prod,105.85
c5.large,5,360,on_demand,783,2,69,82,db.t3.medium,720,179,17,14,us-west-2,stage,223.47
t3.small,3,360,reserved,1808,1,127,90,db.t3.medium,720,41,8,29,us-west-2,stage,99.02
c5.large,1,720,on_demand,241,1,57,16,db.t3.medium,720,223,61,40,us-west-2,dev,139.05
c5.large,2,720,spot,867,1,98,11,db.t3.micro,720,216,151,4,us-west-2,dev,84.48
t3.medium,5,360,reserved,1123,4,92,93,db.t3.medium,720,176,22,10,us-west-2,stage,120.92
c5.large,1,720,spot,843,5,111,7,db.t3.micro,720,43,166,28,us-west-2,prod,73.13
t3.large,6,360,reserved,1216,5,92,95,db.t3.micro,720,88,140,38,us-west-2,prod,178.35
t3.large,5,720,on_demand,670,2,100,58,db.m5.large,720,51,101,7,us-east-1,prod,461.8
t3.micro,1,360,on_demand,889,1,189,92,db.t3.micro,720,184,133,27,eu-west-1,dev,59.45
m5.large,5,720,on_demand,1672,3,72,83,db.t3.micro,720,23,5,4,eu-west-1,stage,378.61
c5.xlarge,5,360,spot,1468,3,22,79,db.m5.large,720,198,173,41,eu-west-1,stage,312.46
m5.large,1,360,spot,647,2,115,42,db.t3.medium,720,255,9,12,us-west-2,stage,78.95
c5.xlarge,2,360,spot,2092,1,113,28,db.m5.large,720,279,86,5,eu-west-1,stage,213.3
t3.large,2,720,spot,281,1,198,82,db.m5.large,720,93,111,4,eu-west-1,prod,212.31
c5.xlarge,3,720,reserved,2145,2,36,42,db.m5.large,720,47,73,32,eu-west-1,dev,415.24
t3.large,6,360,reserved,482,4,102,46,db.t3.micro,720,218,56,31,us-east-1,stage,158.95
t3.small,6,360,on_demand,2236,3,122,47,db.m5.large,720,48,45,47,us-east-1,dev,229.4
m5.xlarge,1,720,reserved,1215,1,18,64,db.t3.medium,720,189,34,42,eu-west-1,prod,175.04
c5.xlarge,4,720,on_demand,1673,1,82,32,db.t3.micro,720,200,127,39,us-west-2,prod,546.22
t3.micro,5,360,on_demand,2263,5,172,8,db.m5.large,720,248,95,15,us-east-1,stage,189.08
c5.xlarge,2,720,spot,2443,3,136,38,db.t3.medium,720,161,183,45,us-east-1,prod,204.27
m5.large,4,360,on_demand,1860,3,184,38,db.m5.large,720,53,142,31,us-east-1,stage,322.09
m5.xlarge,6,720,spot,854,3,183,86,db.t3.micro,720,177,13,19,us-west-2,prod,371.77
c5.xlarge,6,360,on_demand,1870,3,174,73,db.t3.micro,720,181,24,29,eu-west-1,prod,416.75
m5.large,1,720,spot,1835,2,47,87,db.t3.medium,720,202,42,31,us-east-1,dev,114.12
t3.small,5,720,reserved,738,4,51,64,db.t3.medium,720,284,62,47,eu-west-1,dev,137.25
m5.xlarge,2,720,on_demand,1470,3,36,71,db.t3.micro,720,162,126,9,eu-west-1,stage,319.84
t3.large,1,360,spot,885,4,12,62,db.t3.medium,720,291,195,17,eu-west-1,prod,97.17
t3.large,5,360,spot,991,1,194,95,db.t3.medium,720,291,25,25,us-west-2,stage,141.81
c5.xlarge,1,720,on_demand,1463,4,40,29,db.m5.large,720,287,110,47,eu-west-1,dev,305.17
m5.large,6,720,spot,2139,5,77,96,db.m5.large,720,214,175,28,eu-west-1,dev,355.94
c5.xlarge,1,720,reserved,1613,1,176,30,db.m5.large,720,291,63,6,eu-west-1,stage,241.58
t3.small,6,720,on_demand,2334,1,89,31,db.t3.medium,720,194,130,2,eu-west-1,prod,167.61
t3.small,6,360,spot,1685,3,57,28,db.t3.micro,720,87,34,36,us-east-1,stage,63.81
t3.large,5,360,spot,1458,5,96,25,db.t3.medium,720,134,173,43,us-east-1,stage,157.21
m5.large,4,720,on_demand,1520,5,63,22,db.t3.medium,720,255,12,25,eu-west-1,dev,349.55
t3.micro,4,720,on_demand,1748,1,103,31,db.m5.large,720,187,181,15,us-east-1,prod,206.19
t3.small,6,720,spot,1712,1,158,44,db.t3.medium,720,127,132,29,eu-west-1,stage,127.16
t3.micro,6,360,spot,1316,2,103,24,db.m5.large,720,83,184,25,us-east-1,dev,187.63
c5.large,2,360,on_demand,1930,3,191,23,db.m5.large,720,44,137,43,us-east-1,prod,249.61
t3.small,1,360,reserved,367,5,173,24,db.m5.large,720,168,66,37,eu-west-1,stage,175.76
m5.large,2,360,on_demand,2310,2,128,99,db.m5.large,720,112,130,5,us-west-2,dev,245.95
c5.large,5,360,reserved,2055,1,81,36,db.t3.micro,720,201,129,2,us-west-2,prod,140.04
c5.xlarge,4,360,on_demand,2018,3,116,85,db.t3.medium,720,160,177,9,us-west-2,stage,334.73
c5.xlarge,3,360,reserved,1860,2,103,7,db.t3.medium,720,187,129,48,us-west-2,stage,215.56
t3.large,1,720,on_demand,300,1,109,81,db.t3.medium,720,221,157,2,eu-west-1,stage,135.38
c5.large,1,720,spot,1074,4,130,95,db.t3.medium,720,140,155,6,us-west-2,prod,107.53
t3.small,1,720,reserved,1849,4,180,90,db.m5.large,720,84,91,5,us-west-2,stage,181.05
t3.small,2,360,reserved,2424,3,32,6,db.t3.micro,720,68,78,17,us-east-1,stage,50.95
c5.large,3,720,reserved,1662,3,152,11,db.m5.large,720,63,110,45,eu-west-1,stage,302.89
t3.small,1,720,reserved,1576,4,38,25,db.t3.micro,720,68,105,5,us-east-1,prod,45.18
t3.small,3,360,on_demand,1397,1,18,94,db.m5.large,720,34,29,36,us-east-1,dev,198.11
m5.xlarge,4,720,on_demand,1252,5,200,60,db.m5.large,720,159,62,18,us-west-2,stage,722.64
t3.large,1,720,reserved,495,5,169,57,db.t3.micro,720,141,186,22,us-west-2,prod,90.98
t3.medium,5,360,reserved,2318,2,23,30,db.t3.micro,720,29,118,45,us-east-1,prod,109.15
m5.large,5,360,spot,701,4,19,92,db.t3.micro,720,279,134,17,us-east-1,stage,115.06
c5.xlarge,5,360,spot,495,1,111,63,db.t3.medium,720,33,173,5,eu-west-1,stage,200.04
m5.xlarge,5,360,spot,1286,3,138,95,db.t3.micro,720,239,106,12,us-west-2,dev,185.12
m5.xlarge,3,360,on_demand,764,2,139,92,db.t3.micro,720,199,33,17,eu-west-1,prod,247.29
t3.small,1,720,on_demand,496,4,86,74,db.t3.micro,720,194,152,36,us-east-1,dev,70.75
t3.large,6,360,spot,1521,5,106,97,db.t3.micro,720,272,173,3,us-east-1,dev,120.94
t3.medium,3,720,on_demand,2235,5,62,23,db.t3.micro,720,124,135,9,eu-west-1,dev,133.65
t3.medium,6,360,spot,957,4,144,61,db.t3.medium,720,296,16,26,eu-west-1,stage,112.82
c5.large,1,720,on_demand,1032,1,95,32,db.t3.micro,720,128,136,26,us-west-2,dev,109.22
t3.large,2,360,spot,1973,1,187,7,db.m5.large,720,238,96,35,us-east-1,prod,203.21
c5.large,3,720,spot,2018,5,191,28,db.t3.medium,720,149,188,5,us-west-2,stage,158.38
c5.xlarge,6,720,reserved,310,5,65,83,db.t3.micro,720,266,67,42,us-east-1,prod,527.98
m5.large,3,360,reserved,853,3,124,21,db.t3.micro,720,87,14,16,eu-west-1,prod,98.11
t3.micro,2,720,on_demand,2080,1,60,54,db.t3.medium,720,78,188,38,us-east-1,dev,116.32
t3.small,1,360,on_demand,386,1,27,85,db.t3.micro,720,156,6,11,eu-west-1,prod,36.82
c5.large,5,720,reserved,718,2,126,87,db.t3.micro,720,167,156,28,us-east-1,prod,254.37
t3.micro,6,360,on_demand,2038,2,70,14,db.t3.micro,720,141,93,34,us-east-1,prod,73.27
t3.large,3,360,reserved,607,2,28,79,db.t3.micro,720,168,128,42,us-east-1,prod,114.75
c5.large,4,360,reserved,663,3,156,53,db.m5.large,720,71,107,27,eu-west-1,dev,253.13
t3.large,2,720,on_demand,1234,3,171,83,db.m5.large,720,144,69,9,us-west-2,stage,287.16
m5.large,4,720,on_demand,1003,4,114,77,db.m5.large,720,96,200,29,us-west-2,stage,462.56
t3.medium,5,720,on_demand,1775,4,126,30,db.t3.medium,720,241,132,15,us-east-1,prod,232.15
c5.xlarge,4,360,spot,1154,5,117,47,db.t3.medium,720,206,29,1,eu-west-1,prod,162.43
t3.small,2,720,spot,488,2,190,44,db.m5.large,720,215,5,4,eu-west-1,prod,163.88
c5.large,1,720,spot,840,2,12,40,db.m5.large,720,62,120,39,us-west-2,prod,201.5
t3.small,6,720,spot,1138,4,126,5,db.t3.micro,720,30,188,19,eu-west-1,stage,83.69
t3.micro,4,360,reserved,423,1,132,95,db.m5.large,720,92,9,21,eu-west-1,dev,173.94
t3.small,4,720,on_demand,1309,5,85,23,db.t3.micro,720,277,121,19,us-east-1,stage,103.33
c5.xlarge,5,360,reserved,1910,4,96,44,db.m5.large,720,189,74,24,us-east-1,prod,371.96
m5.large,1,720,reserved,2497,2,65,51,db.t3.micro,720,24,178,19,us-east-1,stage,101.77
t3.large,5,360,reserved,1957,1,123,82,db.t3.medium,720,191,169,4,us-west-2,stage,183.61
t3.small,1,360,spot,1774,4,156,88,db.m5.large,720,227,51,8,eu-west-1,prod,171.08
t3.micro,5,360,spot,1728,2,123,6,db.m5.large,720,65,191,36,us-east-1,stage,192.99
c5.large,3,360,on_demand,1461,5,120,19,db.t3.medium,720,265,32,45,us-west-2,dev,177.38
t3.medium,4,360,spot,2029,1,160,92,db.t3.medium,720,200,67,13,eu-west-1,stage,107.76
t3.micro,2,720,reserved,2141,5,71,71,db.t3.micro,720,179,18,32,us-west-2,prod,59.03
t3.micro,6,720,on_demand,1966,1,125,59,db.m5.large,720,228,17,6,eu-west-1,prod,206.3
m5.large,2,720,on_demand,1668,2,179,86,db.t3.micro,720,296,168,11,eu-west-1,prod,192.16
t3.small,1,720,reserved,697,5,133,22,db.t3.micro,720,101,89,36,eu-west-1,dev,56.73
t3.micro,5,720,spot,1252,3,145,14,db.m5.large,720,44,94,8,eu-west-1,prod,176.67
c5.large,3,720,reserved,1407,5,89,83,db.m5.large,720,53,21,31,us-west-2,dev,292.35
m5.large,4,360,reserved,1765,3,200,48,db.t3.medium,720,112,118,31,eu-west-1,prod,182.44
t3.small,4,360,on_demand,901,1,190,34,db.t3.medium,720,195,193,37,us-east-1,stage,126.34
c5.large,5,720,spot,1881,5,63,41,db.t3.medium,720,143,65,9,eu-west-1,dev,195.94
t3.small,1,720,reserved,1641,1,179,75,db.t3.micro,720,257,69,36,us-west-2,dev,66.01
c5.large,6,360,on_demand,2077,2,192,63,db.t3.micro,720,81,26,47,us-east-1,dev,242.78
c5.xlarge,4,720,spot,412,4,52,12,db.m5.large,720,177,152,41,eu-west-1,dev,372.72
c5.large,4,360,on_demand,2234,3,186,28,db.t3.medium,720,24,197,5,us-west-2,prod,209.12
t3.medium,4,720,reserved,924,4,183,100,db.t3.micro,720,88,200,18,us-west-2,prod,135.94
c5.large,3,720,spot,624,5,178,24,db.t3.medium,720,77,117,9,us-east-1,stage,146.32
t3.medium,3,720,on_demand,1526,3,73,71,db.m5.large,720,121,106,35,us-west-2,prod,271.54
t3.large,3,720,reserved,2428,2,68,92,db.m5.large,720,67,72,4,eu-west-1,prod,286.44
c5.large,1,360,reserved,1878,3,194,88,db.t3.medium,720,197,73,2,us-west-2,stage,98.35
c5.large,4,720,reserved,478,1,173,89,db.t3.medium,720,81,58,6,eu-west-1,stage,230.85
m5.large,4,360,spot,1546,3,145,77,db.m5.large,720,300,88,31,us-west-2,stage,235.72
m5.xlarge,1,720,reserved,546,5,85,91,db.t3.micro,720,107,46,4,us-west-2,dev,122.02
m5.large,6,720,on_demand,1805,4,61,32,db.m5.large,720,140,51,33,us-east-1,prod,587.68
t3.micro,1,360,on_demand,1125,4,190,63,db.t3.micro,720,291,113,2,us-east-1,prod,43.45
t3.large,4,720,spot,868,5,170,44,db.t3.micro,720,175,88,3,eu-west-1,stage,130.16
c5.xlarge,3,360,on_demand,986,3,112,26,db.t3.medium,720,173,29,5,eu-west-1,stage,247.06
t3.small,1,720,on_demand,2486,3,83,59,db.m5.large,720,25,38,16,us-east-1,stage,184.88
t3.micro,4,360,spot,2313,3,157,89,db.m5.large,720,259,59,26,us-west-2,dev,186.62
t3.medium,5,360,on_demand,1079,5,44,54,db.t3.medium,720,114,181,26,us-west-2,stage,164.22
t3.large,3,360,on_demand,2166,1,154,44,db.t3.medium,720,189,61,31,us-west-2,stage,177.86
t3.large,3,720,on_demand,494,2,118,19,db.m5.large,720,111,49,35,us-east-1,prod,346.95
t3.small,2,360,on_demand,555,5,20,52,db.m5.large,720,87,154,6,eu-west-1,stage,178.51
m5.xlarge,5,360,reserved,2371,5,21,71,db.m5.large,720,215,109,40,eu-west-1,dev,412.13
t3.large,2,720,spot,665,1,52,16,db.m5.large,720,73,106,19,us-east-1,prod,211.32
c5.xlarge,4,360,on_demand,829,4,183,96,db.t3.medium,720,230,5,12,us-east-1,dev,317.44
c5.xlarge,3,360,reserved,329,3,13,63,db.t3.micro,720,170,83,50,us-west-2,stage,172.29
c5.large,4,720,spot,341,5,30,43,db.m5.large,720,41,23,25,us-west-2,stage,257.43
t3.small,2,720,reserved,1882,5,119,49,db.t3.micro,720,58,124,23,us-west-2,prod,71.42
t3.large,2,360,spot,1637,5,56,71,db.t3.medium,720,95,137,27,us-west-2,dev,114.6
t3.large,2,360,on_demand,1713,1,172,35,db.t3.medium,720,65,105,34,eu-west-1,dev,150.62
m5.large,6,720,on_demand,1968,3,144,51,db.t3.medium,720,184,196,20,eu-west-1,stage,508.85
c5.large,3,360,spot,1916,3,59,20,db.m5.large,720,219,66,25,us-west-2,prod,206.34
t3.large,5,360,on_demand,1096,4,19,24,db.m5.large,720,184,15,8,eu-west-1,dev,301.67
m5.large,5,720,spot,1934,4,90,77,db.t3.medium,720,257,64,48,us-east-1,prod,235.68
t3.small,3,360,on_demand,706,4,63,87,db.m5.large,720,229,93,26,us-east-1,dev,195.75
m5.large,5,720,spot,1481,1,107,23,db.t3.medium,720,80,71,21,eu-west-1,stage,215.54
m5.xlarge,4,360,on_demand,328,4,195,13,db.t3.micro,720,69,113,50,us-east-1,dev,331.32
c5.xlarge,1,360,reserved,428,5,34,47,db.t3.medium,720,194,100,48,eu-west-1,stage,128.64
t3.large,3,720,reserved,1257,5,61,68,db.t3.medium,720,290,97,28,eu-west-1,prod,202.27
c5.xlarge,6,720,reserved,680,5,31,86,db.t3.micro,720,176,86,1,us-east-1,prod,510.55
m5.xlarge,4,720,on_demand,1651,3,190,68,db.t3.micro,720,219,38,31,us-east-1,stage,603.54
c5.xlarge,1,720,spot,479,5,197,93,db.t3.micro,720,85,100,29,eu-west-1,dev,100.93
t3.micro,2,720,reserved,754,5,88,38,db.t3.medium,720,37,128,33,us-east-1,dev,95.59
t3.medium,2,360,reserved,816,3,141,56,db.t3.medium,720,135,34,4,eu-west-1,dev,85.69
c5.large,3,360,on_demand,2021,5,174,16,db.t3.micro,720,165,44,28,eu-west-1,prod,137.71
t3.medium,2,720,reserved,1844,4,146,46,db.t3.medium,720,235,126,36,us-west-2,stage,133.7
m5.xlarge,3,720,reserved,2017,2,151,89,db.m5.large,720,212,89,32,eu-west-1,dev,454.28
t3.medium,5,360,on_demand,1301,3,96,12,db.t3.medium,720,197,195,48,us-east-1,dev,174.58
t3.large,4,360,reserved,1303,5,33,66,db.m5.large,720,293,166,2,us-west-2,stage,245.93
m5.large,2,360,reserved,549,2,138,80,db.m5.large,720,101,113,49,eu-west-1,dev,231.76
t3.small,2,720,reserved,353,3,69,48,db.t3.medium,720,219,183,27,us-east-1,stage,105.83
m5.xlarge,5,720,on_demand,1048,3,16,34,db.m5.large,720,225,108,31,us-west-2,stage,863.67
t3.large,5,360,on_demand,1940,2,82,96,db.t3.medium,720,128,99,19,us-east-1,dev,237.6
c5.xlarge,3,720,reserved,667,1,130,17,db.t3.medium,720,177,77,16,eu-west-1,dev,309.88
m5.xlarge,2,360,reserved,1319,1,192,61,db.m5.large,720,130,42,7,eu-west-1,prod,252.49
t3.micro,4,720,spot,1475,4,146,51,db.t3.micro,720,91,104,12,us-east-1,prod,55.41
c5.large,2,360,on_demand,324,1,56,99,db.m5.large,720,85,62,19,us-east-1,stage,227.33
m5.xlarge,3,360,reserved,1534,2,106,47,db.m5.large,720,284,12,13,us-west-2,dev,295.41
m5.xlarge,5,360,reserved,1121,4,138,72,db.t3.medium,720,272,160,22,us-west-2,dev,314.26
t3.medium,3,720,reserved,1610,2,128,32,db.m5.large,720,56,135,20,us-west-2,dev,232.99
t3.medium,3,720,on_demand,655,1,154,5,db.t3.micro,720,233,15,7,us-west-2,prod,114.26
t3.micro,3,360,reserved,1090,2,125,83,db.t3.medium,720,49,18,38,us-west-2,dev,92.79
c5.large,3,720,reserved,1349,1,109,99,db.m5.large,720,214,170,31,us-west-2,prod,307.53
m5.large,2,360,on_demand,1955,4,63,20,db.m5.large,720,207,163,47,us-west-2,stage,258.75
t3.large,4,720,spot,1738,2,166,53,db.t3.micro,720,178,112,26,us-east-1,stage,148.97
c5.large,3,720,on_demand,2152,3,29,91,db.t3.medium,720,205,131,46,eu-west-1,stage,287.16
m5.large,1,360,on_demand,979,3,123,32,db.t3.medium,720,135,64,19,eu-west-1,dev,108.98
t3.large,1,360,reserved,891,1,92,63,db.m5.large,720,299,173,33,eu-west-1,dev,202.65
c5.large,3,720,spot,1020,2,112,43,db.t3.micro,720,205,109,8,us-west-2,dev,111.47
t3.medium,3,360,spot,778,1,35,82,db.t3.medium,720,149,36,12,us-east-1,dev,88.35
m5.xlarge,5,360,on_demand,2293,4,77,81,db.m5.large,720,228,187,25,us-west-2,dev,534.51
t3.large,3,720,reserved,344,2,15,91,db.t3.medium,720,52,115,14,eu-west-1,stage,193.57
t3.micro,6,360,reserved,2230,3,131,6,db.t3.medium,720,87,37,2,us-west-2,stage,81.93
t3.medium,2,360,on_demand,206,5,104,72,db.m5.large,720,265,18,27,us-west-2,prod,193.93
c5.xlarge,3,360,spot,878,3,75,80,db.m5.large,720,149,99,20,us-west-2,prod,244.7
c5.xlarge,3,360,on_demand,1074,4,32,22,db.m5.large,720,104,25,33,us-west-2,prod,348.9
m5.xlarge,5,360,reserved,1227,3,102,76,db.t3.medium,720,257,120,24,us-east-1,dev,311.76
t3.large,2,360,spot,2193,3,56,21,db.m5.large,720,183,99,37,us-east-1,dev,203.96
t3.large,3,720,on_demand,833,3,41,71,db.m5.large,720,216,68,36,us-west-2,dev,354.28
m5.large,4,360,reserved,1855,3,90,86,db.t3.micro,720,79,178,48,eu-west-1,prod,162.06
m5.large,2,720,spot,643,5,15,26,db.t3.micro,720,21,162,30,us-west-2,stage,103.28
m5.large,1,720,on_demand,1246,2,53,67,db.t3.medium,720,270,26,3,us-east-1,prod,135.35
t3.small,6,360,on_demand,673,3,111,48,db.t3.medium,720,181,91,36,us-east-1,prod,130.08
t3.small,4,720,on_demand,2251,3,100,64,db.t3.medium,720,62,108,30,eu-west-1,stage,152.82
t3.large,4,360,spot,1766,2,153,99,db.m5.large,720,52,6,31,us-west-2,stage,224.45
c5.xlarge,2,720,spot,2435,4,115,81,db.t3.medium,720,241,13,41,eu-west-1,prod,190.75
t3.medium,6,360,spot,956,3,78,58,db.m5.large,720,87,151,8,us-west-2,dev,204.15
t3.medium,6,360,on_demand,980,3,184,39,db.t3.micro,720,144,184,17,us-east-1,prod,140.19
m5.xlarge,6,360,spot,1311,4,163,99,db.t3.medium,720,194,32,32,us-east-1,prod,253.21
m5.xlarge,2,720,on_demand,1772,2,96,13,db.t3.micro,720,116,153,19,us-west-2,stage,324.36
m5.large,1,720,reserved,1052,5,174,78,db.m5.large,720,119,162,38,us-east-1,stage,233.81
c5.large,4,720,reserved,1353,2,159,39,db.t3.medium,720,43,61,35,us-west-2,stage,244.67
t3.large,4,720,spot,485,5,78,74,db.t3.micro,720,82,72,47,us-west-2,stage,149.69
m5.large,4,360,spot,2218,2,75,12,db.m5.large,720,200,184,48,us-west-2,dev,248.11
c5.xlarge,3,360,on_demand,2279,1,146,92,db.t3.medium,720,178,88,37,us-west-2,stage,282.21
t3.small,6,360,spot,715,1,107,87,db.m5.large,720,289,73,31,us-east-1,dev,193.02
c5.large,1,720,reserved,1182,1,137,37,db.m5.large,720,30,113,44,eu-west-1,dev,222.95
m5.xlarge,4,360,reserved,614,3,169,61,db.t3.micro,720,146,56,4,us-west-2,stage,212.05
t3.micro,4,720,on_demand,1157,2,20,23,db.m5.large,720,117,167,6,eu-west-1,prod,194.77
m5.xlarge,5,720,spot,1884,4,155,15,db.t3.micro,720,125,173,47,us-west-2,stage,342.27
t3.medium,1,360,on_demand,997,2,29,69,db.t3.medium,720,269,83,4,us-east-1,dev,85.24
m5.large,5,360,spot,2233,4,138,38,db.m5.large,720,292,137,42,us-west-2,prod,258.83
t3.micro,4,720,on_demand,1129,1,65,94,db.t3.medium,720,256,76,42,us-west-2,dev,122.57
t3.large,1,360,on_demand,625,1,89,10,db.t3.medium,720,125,10,35,us-east-1,prod,102.76
m5.xlarge,5,360,spot,1174,5,104,32,db.t3.medium,720,159,40,1,us-east-1,stage,202.04
t3.medium,5,360,reserved,1490,1,77,34,db.t3.medium,720,70,65,40,eu-west-1,dev,135.38
t3.small,6,360,on_demand,330,5,181,54,db.t3.micro,720,47,104,45,us-east-1,dev,100.24
c5.xlarge,4,720,reserved,2238,5,153,81,db.m5.large,720,73,21,44,us-east-1,dev,503.18
t3.micro,2,720,spot,2332,1,82,29,db.t3.medium,720,132,64,18,us-west-2,prod,85.44
t3.micro,1,360,reserved,1869,4,162,97,db.t3.micro,720,206,111,42,us-east-1,prod,68.43
c5.large,4,720,spot,204,4,138,51,db.t3.medium,720,87,168,27,us-east-1,stage,184.07
t3.micro,6,360,reserved,1576,1,128,18,db.t3.micro,720,72,172,47,us-east-1,stage,78.45
m5.large,1,360,on_demand,1227,4,65,100,db.t3.medium,720,46,8,48,us-east-1,prod,125.15
t3.large,4,720,on_demand,1035,4,180,28,db.m5.large,720,34,182,7,us-east-1,stage,409.85
c5.large,5,720,spot,461,2,119,86,db.t3.medium,720,268,75,45,us-east-1,dev,213.53
m5.large,6,720,spot,2210,4,178,64,db.t3.medium,720,22,49,9,eu-west-1,prod,244.58
t3.small,6,720,on_demand,393,4,137,54,db.t3.micro,720,264,159,10,eu-west-1,dev,131.92
t3.small,1,360,on_demand,940,5,192,28,db.m5.large,720,174,193,3,us-west-2,dev,176.51
t3.micro,4,360,reserved,379,3,165,43,db.m5.large,720,48,149,35,us-east-1,dev,188.87
c5.xlarge,2,360,spot,575,2,88,44,db.t3.micro,720,116,156,8,us-west-2,stage,88.54
c5.xlarge,4,360,reserved,453,3,61,33,db.t3.medium,720,116,147,45,us-west-2,dev,250.06
t3.small,1,360,spot,2276,1,73,98,db.t3.micro,720,149,115,24,us-east-1,prod,60.44
t3.medium,1,360,spot,1737,2,74,78,db.t3.medium,720,262,121,10,us-west-2,stage,88.31
m5.xlarge,1,360,spot,1964,4,128,85,db.t3.medium,720,41,51,43,eu-west-1,dev,123.24
t3.medium,3,360,spot,1858,1,154,56,db.t3.micro,720,208,138,25,eu-west-1,dev,73.56
t3.large,6,360,reserved,672,1,170,37,db.m5.large,720,188,36,14,us-east-1,dev,276.26
m5.large,2,720,spot,1544,2,117,29,db.t3.medium,720,62,93,35,us-east-1,stage,142.72
c5.large,1,720,reserved,1425,5,117,97,db.t3.micro,720,199,112,19,us-west-2,prod,91.12
t3.medium,6,360,on_demand,1860,3,186,68,db.t3.medium,720,69,171,15,us-west-2,dev,181.36
m5.xlarge,3,360,reserved,1826,1,197,25,db.m5.large,720,191,93,28,eu-west-1,dev,311.56
c5.large,2,720,on_demand,2016,3,194,33,db.t3.micro,720,144,55,45,us-east-1,prod,179.93
c5.large,5,720,on_demand,824,2,25,5,db.m5.large,720,47,51,25,us-west-2,stage,466.53
m5.large,6,720,spot,710,4,73,30,db.t3.medium,720,74,126,31,us-west-2,prod,249.2
m5.large,1,360,spot,634,5,197,5,db.t3.micro,720,266,173,13,us-east-1,dev,56.34
t3.small,3,720,spot,1724,2,29,84,db.t3.micro,720,272,113,22,eu-west-1,stage,69.07
c5.xlarge,1,720,reserved,1518,2,104,41,db.t3.medium,720,119,13,38,us-east-1,stage,162.05
c5.xlarge,6,720,spot,608,2,95,71,db.m5.large,720,85,98,4,eu-west-1,dev,455.15
t3.micro,6,720,spot,1695,2,43,15,db.m5.large,720,119,104,37,eu-west-1,dev,195.04
t3.micro,4,360,reserved,503,1,54,5,db.m5.large,720,251,88,31,us-west-2,prod,175.65
t3.medium,6,360,spot,1142,5,74,17,db.t3.micro,720,274,34,22,us-east-1,stage,71.35
